,path_or_service_name,feedback
573,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"I'm a student in [REMOVED] university and working part-time job at Amazon warehouse at Doncaster. 
I work only 20hrs per week but last week they deducted about 50 pound as tax that was too much for student part time job. So I need a tax refund "
574,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Am working LFS 
Wrong tax "
575,/claim-tax-refund,"Trying to verify identity 
Passport is Irish, driving licence is Irish. Have moved home to ireland with no other British means of identity. "
576,/income-tax-rates,"Bloody bastard [REMOVED] provoke Ukraine prime minster and bloody rishi gave 50bn our tax money to other whilst we continue to suffer. Politician should not forget the HISTORY. He should spend the money in this country. Crime increasing, police not able to help us because of bloody GOV. Long waiting list in hospital . The politicians in the country are power hungry war mongers who profit from exploiting the British. 
"
577,/income-tax-rates,"cash
the government"
578,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Trying to inform you that you've sent the wrong tax code to my current employer 
Keeps going in a loop. "
579,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"I have right to work only 20hours per week, but I am paid income tax 
"
580,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022,"Tax refund 
pay  tax over after changing jobs"
581,/claim-tax-refund/y,"Work in warehouse 
I have a problem in my payslip that I received my payslip with over tax payment. "
582,/income-tax/taxfree-and-taxable-state-benefits,"looking for ESA if its taxable
it lists ESA in both catagories?"
583,/claim-tax-refund/y/a-self-assessment-tax-return-or-bill,"i am working 
i am working im 24 hours onley "
584,/claim-tax-refund,"Tax deduction 
I change my job ,they tax me and I only have one job I just start work in uk"
585,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/no,"Tax refund check 
I can see on my account tax refund check posted. But I didn’t receive. My account two addresses available, maybe my check went wrong address.. now I updated mailing address also same.. "
586,/claim-tax-refund/y/a-pension,"Reporting possible overpayment of tax
Could not continue with my query."
587,/claim-tax-refund/y/a-self-assessment-tax-return-or-bill/no,"i had a tax refund for stephen may by letter but i was away for a few days and just came home and found the letters for refund
had a phillipson hardwick advisory email and the refund was from tax which was£1328.76 but hardwick charged me half that amount which i think is ridiclous and i am disabled any its a rip off from a big company and you should refund me by cheque or send through my bank"
588,/claim-tax-refund/y/a-pension/a-private-pension/an-additional-lump-sum-or-cash-payment-such-as-drawdown,"Answering a question about my private pension
The answer was not there, 
My claim for overpayment for the tax was for the whole lump sum which was taken from the final total"
589,/income-tax,"chilling
the page did a barrle roll lol.



aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa"
590,/claim-tax-refund/y,"Claim tax refund 
Says change"
591,/claim-tax-refund/y/a-pension/a-uk-pension-and-you-live-abroad,"I am trying to get help about tax paid on a pension that isn't owed as I live abroad
the page won""t let me contact a help line"
592,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/no,"I was trying to tax claim
Page giving an argument that they gonna contract me before end of the November but we already passed the November "
593,/claim-tax-refund/y,"It was compensation from a motorcycle accident that was not my fault
You taxed me for it"
594,/claim-tax-refund/y,"I was taxed for non taxable money
There is not option for my circumstances"
595,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"a health care assistant  with the agency
paid too much tax"
596,/income-tax-rates/previous-tax-years,"Trying to pay   a tax bill
Letter states pay on line but there is no tab to pay just to reclaim tax.
Please amend and test these sites to ensure they are user friendly"
597,/claim-tax-refund/y/a-pension/a-private-pension/an-additional-lump-sum-or-cash-payment-such-as-drawdown/you-took-the-money-from-a-defined-contribution-scheme-for-example-drawdown/no/yes,"It didn't finish.
There wasn't a button to submit the form."
598,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Job in walkers 
I have received my payslip with over tax payment."
599,/claim-tax-refund/y/pay-from-a-job,"Trying to claim a refund
Unable to make more than one selection from a menu when more than one is required for accuracy "
600,/claim-tax-refund/y/a-self-assessment-tax-return-or-bill/yes,"HMRC hold incorrect details of my bank account. The account listed on your recent letter advising of a repayment includes details of an account closed over six years ago.
Your website does not seem to allow me to correct the bank account details that you hold for me. I am therefore forced to use your oversubscribed phone number "
601,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Given medical insurance for which I have been charged twice ... I should only pay tax on one of these as ever.
Medical insurance raised twice for a tax reclaim .... I have always only had one medical insurance which was 18-19: £3892   19-20: £3892  20-21: £3892   22-23: £4063       21-22 (Sept 22) states it is £8071 which is wrong ... never had this second medical insurance."
602,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"Reclaiming tax on work uniforms cleaning
Can not proceed to next step after initial page"
603,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/no,"I am single .
on 08/2021 my tax code was 1257 M1
on 09/2021 and 10/2021 my tax code was 873L M1"
604,/claim-tax-refund/y,"TAX REFUND 
Good morning , I am waiting for my tax bee calculated -year 2021-2021. On your weebsaid there is information that (HM Revenue and Customs (HMRC) calculates everyone’s [REMOVED] between June and November. Can I have info  why the tax isn't calculation yet ,please ? Thank you"
605,/government/publications/rates-and-allowances-income-tax/income-tax-rates-and-allowances-current-and-past,"Reading it. But the content disagrees with other pages
""Tax rates and bands"" shows ""Starting rate for savings"" as ""10% (0% from 2015 to 2016)"", with 2022-23 and three previous years all ""Up to £5,000"". That ""10% (...)"" may have been correct some years ago, but it now states that the current and recent rate is 10%, which appears to be wrong."
606,/claim-tax-refund/y/interest-from-savings-or-payment-protection-insurance-ppi,"Seeking information on claiming tax from ppi refund 
Never got passed second question "
607,/income-tax,"I am belong  to maher community. After my divorce my community people bullying me into a sham marriage with their relative so the man can come in UK. When I reject these offer, they started offering me money and gold jewelry and try to buy like I am some sort of product, now they stalk me and give me blank call because I did nit accept. I have received blank call from more than 17 different lyca  number. Police not able to help, I am paying all taxes. Also we inform home office as well but I highly doubt in home office care about illegal immigrants, they support crime. UK government  not able to give justice, that is why one mother was compelled to kill a rapist herself . So now we all have to take action our selves. Because now I do not expect any help from any one.
"
608,/income-tax/how-you-pay-income-tax,"I want to pay income tax
no service, no help. I cannot pay tax to operator, put on hold for too long. i am ill and in pain. but I am made to hold for too long. 
'it was simple to give my visa card No. but seems uphill struggle."
609,/claim-tax-refund/y/a-redundancy-payment,"Trying to submit a tax refund from an redundancy payment 
Keeps reverting me back to the same page when I click 'next'."
610,/claim-tax-refund/y,"Trying too access information on how to claim back tax on pip payou
Could not get on to how to claim "
611,/claim-tax-refund/y/a-pension/a-private-pension/the-regular-income-from-your-pension,"I would like to question why I am paying tax on a emergency tax code
I can't send a email"
612,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Requesting refund
Page suddenly stopped & advanced no further without any choices or options "
613,/government/publications/rates-and-allowances-income-tax/income-tax-rates-and-allowances-current-and-past,"Under ""BAND"" the ""[REMOVED] for Savings"" is very misleading.  It appears to say this rate is ""10% except that it was 0% during the tax year from 2015 to 2016""
I now know it is 0% so why not say 
""0% (10% before Apr 2015)"""
614,/claim-tax-refund/y/interest-from-savings-or-payment-protection-insurance-ppi,"I have been notified that I am entitled to over £126 for  tax deducted from a PPI payment but it will cost me 48% 
"
615,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"Trying to submit for tax rebate
Loops into starting again on second page"
616,/claim-tax-refund/y/a-pension/a-private-pension/the-regular-income-from-your-pension,"As per you Office advice,  I paid tax for a period of  5 years and it overlaps my 65th birthday.
It  means I dont have to pay tax if Im above 65 as explained to me by my former boss"
617,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Trying to claim too much taxed 
There was no green button at bottom of page "
618,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"TAX REFUND
DID NOT LOAD"
619,/claim-tax-refund/y,"Cannot go to the next page 
"
620,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022,"Try claim again tax return because I still didn't receive it even I called many times and you promised me it will come 
Not possible summit, no email just few questions what I have filled and you ask me if is useful? 45 min on phone and no answer and you recommend online what is doesn't work. "
621,/claim-tax-refund/y/a-pension,"Trying to trace a tax rebate
Can't access information"
622,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"I am going to claim my tax refund.
It doesn’t working"
623,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022,"I need a review on my tax code please 
Can't speak to a person? "
624,/claim-tax-refund/y/uk-income-if-you-live-abroad,"Trying to access a claim form for overpayment of tax
Couldn't get beyond this page. I am non-resident, not liable for income tax under a treaty, and had tax deducted on a trivial (official wording) lump-sum pension payout."
625,/claim-tax-refund/y/pay-from-a-job,"I am chef I pay petrol chef shus an chef Clutha 
"
626,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"Trying to reclaim overpaid tax for 20/21 as a result of working from home allowance (full year).
It took me to the wrong page."
627,/claim-tax-refund/y,"Trying to claim a tax refund
The options presented do not apply to my claim.  I do not know which source of income has been overtaxed.  If you had given me a tax calculation I would be able to identify the source of the error."
628,/income-tax,"[REMOVED] been waiting over 45 mins for someone to answer the phone... I needsome advice and the ' tick boxes ' on your web page dont match what I want to ask... why are people kept waiting so long as people like myself do not have a good email connection or own a computer are kept waiting ? Please contact me on  07906 337 215 ... I have a email address but if a email is sent I can not always receive emails because of a bad network connection  and would have drive up a bank to get a signal to email.....
Read above"
629,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"tax refund
no next step button"
630,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/no,"tax refund

no option menu to continue"
631,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/no,"Serving 3 months statutory notice period which tax was deducted against. Prior to being made redundant.
I did not earn enough in that year, to go above my personal tax allowance for the year. So the £1070.00 tax deducted through PAYE on my notice pay should have been refunded."
632,/claim-tax-refund/y/a-pension/a-uk-pension-and-you-live-abroad,"State pension query paying to much tax.
A UK pension and you live abroad, asking wrong question. Where`s question asking  A UK pension and live in UK.?"
633,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/no,"Wanting to no how to claim tax back
No help"
634,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022,"Tax refund
Page not working correctly "
635,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Answered the standard questions, about claiming tax back. 
Answered the standard questions, about claiming tax back,but then nothing happens after that. No next step or submission"
636,/claim-tax-refund/y/a-redundancy-payment,"Like to claim unpaid tax returns plus sick pay from 2008-2009-2010 
Mitie never paid me wages or sick pay
No what used to be years ago it was much easier to get tax returns you don’t do living as common law husband and wife for 16 years "
637,/income-tax-rates,"I'm just trying to ask a question!
It's not possible anywhere!"
638,/income-tax-reliefs,"I'm looking for help,as you sent me a letter on 14.12.22 to say you owed me £62.68. Which I have still not received the cheque yet. Please forward this ASAP 
No cheque"
639,/income-tax/check-youre-paying-the-right-amount,"Been working for ocean design hawthorn road Bootle for 4 and half years the last 5 months my tax has not been paid and my National insurance as well I asked the question about still no answer 
"
640,/income-tax-rates/previous-tax-years,"How do I pay tax then when received p800 does not show simply!!!
No help"
641,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"trying to fill a form in
No option to continue"
642,/claim-tax-refund/y/a-pension,"I was trying to claim tax back from ""cashin of private pension"", from previous year. My gross annual income is basic gov. pension of £6000/year. The total deducted was £3,333.00p for the once and only year beyond my personal allowance! 
The system did not advance!"
643,/income-tax-reliefs/maintenance-payments-tax-relief,"Reading it
I couldn’t believe what I was reading. I have to be ~88 years old with a court order for maintenance, and had had a baby at 67, I can’t claim it. Be interested to know if there is one single person in the UK who could?"
644,/claim-tax-refund/y/interest-from-savings-or-payment-protection-insurance-ppi,"Need to fill in R 40!
I am NOT employed!!! Only have pension so cannot complete!"
645,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"No option to move to the next question 
"
646,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Working as a support worker. 
I think am paying more tax."
647,/claim-tax-refund/y,"Working from during the Covid pandemic
Nothing"
648,/claim-tax-refund/y/a-pension/a-private-pension/the-regular-income-from-your-pension,"I sent toPAYE to refund a tax payment from my [REMOVED] months ago.
I’ve have no correspondence from this request at all.
How can I get my tax refunds please 




"
649,/claim-tax-refund/y,"Working
You taking to much tax "
650,/claim-tax-refund,"Still wating for my 2020/2021 tax refund payment
File it last year still no payment "
651,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"trying to see if I was still being taxed to much...
how the hell do you submit information??"
652,/claim-tax-refund/y,"Trying to complete form about paying interest on app I 
Kept sending me back to to the page that I had all ready completed.  Cannot progress"
653,/income-tax-rates,"Trying to pay income tax
I only have one type of identification and cannot find any way of contacting you to tell you this. How can I pay tax or do a self assessment without being able to get into the Gov.UK site"
654,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Finding out how to claim a tax refund
Answered three questions but no next button to continue"
655,/claim-tax-refund/y/a-self-assessment-tax-return-or-bill/yes,"I am trying to get a refund after the normal expiry date. HMRC told me by phone that this is possible and sent me instructions by mail, which I complied with.
My printer malfunctioned so I have no record and was hoping that you did. The only reply I got from you was a second set of the same instructions. The amount involved is a little over £4,000 and relates to 2019. "
656,/claim-tax-refund/y/a-pension/a-private-pension/an-additional-lump-sum-or-cash-payment-such-as-drawdown/you-took-the-money-from-a-defined-contribution-scheme-for-example-drawdown/yes/no,"Trying to get a tax refund on my pension
Stalled"
657,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"I am ask if i can claim my tax back for this year tax. As i have because unemployed this this year  as from October 2022
 but I can't get the Question to answer to . please reply so i know and p.s i phone the number last week to speak to person and waited £6 just waiting before i give up"
658,/claim-tax-refund/y,"How do I claim back tax from the [REMOVED] Scheme.  This is not mentioned
EIS not mentioned"
659,/claim-tax-refund/y/foreign-income,"Trying to find out how to claim a refund on foreign income
Answered one question, but the questionnaire just stops and give me no information"
660,/income-tax-rates,"I am trying to log on to the [REMOVED] using my login and password but you have got my wrong mobile number on my login page.
you have not updated my mobile number and I am trying since 9:31 am on the phone and still now 10:06 no one is answering. Thanks. [REMOVED], 99 [REMOVED] South, Ilford, Essex, IG3 8HS"
661,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Claim my overpaid tax
Unable to proceed "
662,/income-tax/taxfree-and-taxable-state-benefits,"Work 
Your stealing money out of my payslip and taking over half my wage "
663,/income-tax-rates,"I was trying to calculate how much tax I pay at the basic rate of 20% with a tax code of 1257L
The rate calculated based on the above description is not what the website’s tax calculator arrives at. For example, an income of £12,590 suggests that £20 of that is taxable income (£12,590-£12,570=£20). 20% of £20 is £4. But the HMRC tax calculator shows it’s £2.20. Perhaps this can be clarified with an example, or provide references to the calculations to get the same result as the calculator "
664,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"tring to claim a  refund  
woulodnt  give me a  continuation page  "
665,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim refund
No send , confirm button.  Just 3 Q & A's"
666,/government/publications/rates-and-allowances-income-tax/income-tax-rates-and-allowances-current-and-past,"Trying to print the tax allowances pages
“Print this page” does not work on my iPad.
The ‘Readable’ option in my browser (Insight) freezes, will not load.
This means that printing with the basic iPad print option uses big blocks of colour (greedy on expensive inks!!) and lots of paper due to white space."
667,/income-tax-rates,"[REMOVED] You

Post writing is also a excitement, if you know then you can write or else it is complex to write.

https://cutt.ly/Q9EFVWZ

[REMOVED]
[REMOVED] You

I do trust all the ideas you've presented to your post. They're really convincing and will definitely work. Still, the posts are very quick for starters. Could you please extend them a bit from next time? Thank you for the post.

https://cutt.ly/89EFMQM

[REMOVED]"
668,/claim-tax-refund/y/a-pension/a-uk-pension-and-you-live-abroad,"Finding out about a refund 
 No answer "
669,/claim-tax-refund/y/income-from-a-pension-annuity,"I am due a tax refund 
Letter dated 7th January and would receive check within 14 days but has not received "
670,/claim-tax-refund/y/pay-from-a-job,"I paid tax on a medical calculation that was in my tax paid and this ceased to exist from 2017. I have paperwork to confirm said cancellation of medical insurance. 
Tax has been paid with incorrect information since 2017. Can I request someone look at this please. "
671,/income-tax/taxfree-and-taxable-state-benefits,"
Shows free TV licence for over-75's"
672,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"claiming for working from home
Couldn't progress"
673,/claim-tax-refund/y,"Phone to speak to an advisor. Went through all the automated process, asked to hold for an advisor and then the line went to engaged?
What did go wrong?"
674,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Raising an issue with my tax code
No submit button or next button"
675,/claim-tax-refund/y/foreign-income,"Trying to process a refund for tax that has been paid to the UK authorities on income that should have been taxed in Germany
After question 1 there was no further step to take!"
676,/income-tax-rates/previous-tax-years,"checking tax rates
the information is not correct.  Since tax changes you now tax people higher between 100K and 125K that is not what is stated above"
677,/claim-tax-refund/y/pay-from-a-job/between-6-april-2018-and-5-april-2021,"looking for webchat
where is it please?!!"
678,/government/publications/rates-and-allowances-income-tax/income-tax-rates-and-allowances-current-and-past,"Checking dividend rates
The dates given are wrong: these rates apply 6 April 2016 to 5 April 2022. New rates apply from 6 April 2022"
679,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"I am trying to claim for overpaid taxes on taxable expenses from my employer but cannot get the correct information
as above"
680,/claim-tax-refund/y,"There isn't a choice to claim my tax I've paid that I shouldn't have!
My house contents insurance charged me tax on a payment on my claim. They charged me tax. 
Also I forgot that I had a small charge on my pension for tax and I don't pay tax
 That was last year or the year before.
Not a choice for me to proceed claiming my tax back. "
681,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"claming a tax refund
no where to go after 3rd page?"
682,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Trying to claim a tax refund
It wouldn’t let me get any further "
683,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"Claiming tax refund on professional expenses
claim would no continue to next step"
684,/claim-tax-refund/y/a-pension,"I want to check if I'm paying too much Tax on my old age pension.
It doesn't give me the option of ticking a box for the old age pension."
685,/income-tax/taxfree-and-taxable-state-benefits,"It doesn’t cover the tax paid on medical cover . Tax paid on a company benefit l stopped paying for a fear ago . But 
I have been in various parts of this site with the simple request to review my tax for next year as l no longer have company medical cover . But l find very difficult. Your tax preview l received by post is not correct. I was trying to inform you of this , but no nothing to "
686,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022,"Trying to get an idea if I can claim a tax rebate.
I answer the three questions but there is no way to send the answers to anybody"
687,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Trying to let you know that I think I've paid too much tax but your records say that I haven't.  
There is no submit button. I've checked my tax code and answered the first 3 questions. No more questions are showing but I'd like to submit my query and not sure if it will submit if I just log out. "
688,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/no,"Working 
Overpaid tax"
689,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"it doesnt work 
"
690,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"I paid half of my salary in tax last month.(January 2023)
I overpaid Tax.
My salary is £4,333.33 and was discounted £1,776.46 tax + £420.87
 of NI. The tax code was K2014 M1.
I am in trouble now. Help me urgently. Please
Maybe have some error when I left my previous job on November 2022.
I received  4 days and some holidays of my previous job.
Because I paid half of my salary this no make sense.
The tax code change all the time.
Today I received a letter with the new code 1257L.
Please I need the HMRC to refund me urgently.
Regards,
Marcio


"
691,/claim-tax-refund/y/a-pension/a-private-pension/an-additional-lump-sum-or-cash-payment-such-as-drawdown/your-pension-provider-paid-you-pension-owed-from-previous-tax-years,"I paid £652.40 for the payment paid to me which was pension arrears
For the pension I should have received from June 2020 to feb 2023
I my total payment of both private and state pension together is below government tax free allowance. Should I have received the normal pension over the period I would not pay any tax."
692,/claim-tax-refund/y,"Trying to get my tax refund 
Its not working "
693,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"I am working as a housekeeping job in a 5 star hotel.
I am a student but 20 percent tax has deducted every month from my salary."
694,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"Trying to claim a rebate on uniform 
Page keeps sending me back to the start page"
695,/claim-tax-refund/y/a-pension,"Trying to get refund on my pention
Cannot do it "
696,/income-tax-rates,"Just need to ask a question 
There is no scope to ask questions "
697,/income-tax-rates/income-over-100000,"I was trying to see if severance payments count as a qualifyer for completing a tax return as afetr £30k you pay tax and over £100k you have to do a tax return. So if I get £134K SVS, £30K is tax free the rest is over £100k but I will never earn again, what happens?
There is no information on this page that mentions payouts and one off tax returns? What if all of that income goes into pensions is that grounds for a tax return???"
698,/government/publications/rates-and-allowances-income-tax/income-tax-rates-and-allowances-current-and-past,"Tax band information incorrect
Incorrect information "
699,/claim-tax-refund/y,"I was directed here for tax relief claims on pension contributions.
There is nothing here for pension contributions, only pension drawdowns or payments!"
700,/income-tax/taxfree-and-taxable-state-benefits,"My enquiry is will I pay income tax on my widows police pension which is about £1100 per month ?
No information found."
701,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"I paid to much tax got a letter saying I owed £204 from paying to much tax in 2021 /2022 
I not received this can you tell me why I can send all photos of the letter, i got £100 from absolute money but I was owed £204 why I not received all "
702,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"I'm filling in a form to tell you I've paid too much tax
You've brought me to a page showing me my answers with no way forward. How do I submit my answers? Have they already been submitted? It's a completely dead end page - what have I just filled a form out for?"
703,/income-tax,"I have received my tax calculation for April 2023
You have wrongly listed my pension as £8417.   Yesterday I received a letter saying I would receive £610 every 4 weeks.  This is only £7930 where are you getting the extra £487 from?"
704,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Delivery driver 
Paying to much tax"
705,/claim-tax-refund,"[REMOVED]
No LOGOFF Button"
706,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"Looking into tax rebate
No next step came up"
707,/claim-tax-refund/y/interest-from-savings-or-payment-protection-insurance-ppi/yes,"trying to claim rebate from PPI payout
form ended after entering earnings of less than £17,500"
708,/claim-tax-refund/y/interest-from-savings-or-payment-protection-insurance-ppi/no,"Attempting to pursue a tex refund
Having supplied the two required ""Answers"", the Software takes me no further! It dead ends."
709,/claim-tax-refund/y,"I'm currently employed 
I want to claim my TAX"
710,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Trying to get overpaid tax back
You didn’t take any of my personal details after answering the first 3 questions concerning my overpaid tax."
711,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"l S A
I think I am paying to much tax"
712,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"I am trying to get a refund for working from home
I can not get passed question 1. Please advise ASAP."
713,/claim-tax-refund/y/pay-from-a-job/between-6-april-2018-and-5-april-2021,"Claim a tax refund
Ive paid more taxes "
714,/claim-tax-refund/y/pay-from-a-job/between-6-april-2018-and-5-april-2021,"Claim a tax refund 
I'am pay too much  tax"
715,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/no,"Claim a tax refund 
I'am pay too much tax"
716,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Claim a tax refund
I'm pay too much tax (2018-2023)"
717,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Tax rebate 
It’s not letting me go to next section"
718,/claim-tax-refund/y/interest-from-savings-or-payment-protection-insurance-ppi/yes,"Trying to get a refund for ppi tax paid 
This page sends you round the in circles "
719,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"No next step
Your page"
720,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"I work as a receptionist at [REMOVED] [REMOVED]. It’s the end of my third month working there.
My manager has told me that I’m mot supposed to pay tax first 13 thousands of wage in UK"
721,/claim-tax-refund/y/interest-from-savings-or-payment-protection-insurance-ppi/no,"Claim a tax refund on PPI payment
There was no 'Next' button in order to continue"
722,/claim-tax-refund/y,"I try to tell the tax office my tax code is wrong. Keep phone Call, its taking over 25 minutes and then drop the line, 
On line, Going through taking all details. On the end there is no space to tell you the problem,  but advised to call the tax office,  "
723,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"looking for tax rebate form 
No links or next pages, just a dead end page....."
724,/claim-tax-refund/y/a-pension,"Applying for a tax refund on my UK state pension
There are only 2 answers available both not relevant, l am a UK resident"
725,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"Trying to claim a tax refund.
Not able to progress beyond step 1."
726,/claim-tax-refund/y/interest-from-savings-or-payment-protection-insurance-ppi,"My income was less than £17.500 when I overpaid £424 to HMRC due to charges imposed on my PPI Payout from HSBC. The PPI company was Allay, who advised me to reclaim this overpayment.
"
727,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"I would like to get a tax refund
I have not earned the tax-free amount £12,570 in this tax year but I have already paid £530 which has been deducted automatically from the PAYE. In the HRMC income tax estimaate, my income tax should be £0.  Please make a tax refund for me."
728,/claim-tax-refund/y/a-pension/a-private-pension,"Trying to find out how to claim overpayment on a pension
Didn't tell me Anything!"
729,/claim-tax-refund/y/a-pension,"I was promised a tax refund of £250 I received from DDS £130 & they charged me £120, this is rediculous I do not think you should be using DDS.
On a refund of £250 I was charged £120 by DDS."
730,/income-tax-rates,"scrolling
kept flashing black and white as i scrolled"
731,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Doesn’t seem to let you submit a claim or explain reasons 
Unclear text on this page 
Unclear what action has been taken / what action to take"
732,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Trying to arrange a tax refund but there was no submit button after answering the three questions. I paid too much tax on my current job after April 6 2022
Was unable to send the information request to you. By taking £1,006  tax out of my salary this month, I do not have enough income to pay my standing orders and direct debits. I have tried all afternoon to speak with someone but after the voice recognition takes your details, I am told that the operators are all busy and the call waiting time may take longer than normal. Then the call is cut off! Not good enough!"
733,/claim-tax-refund/y/interest-from-savings-or-payment-protection-insurance-ppi,"Trying to reclaim tax on ppi
Cannot  get through to hmrc"
734,/claim-tax-refund,"I need to speak to someone on the phone
No number"
735,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"trying to claim tax back....
When I click progress to next stage for ""Job expenses such as working from home, fuel, work clothing or tools"" it takes me to a page with no further options"
736,/income-tax-rates,"Looking at higher rate band
Is the higher rate band bracket right?"
737,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Trying to submit a tax refund for myself 
Can’t submit it "
