,csat,origin,comment,removed
656,4,PTA Check Your State Pension,I just had to read it a couple of times before being sure that I understood it.,
657,4,PTA PERTAX,"Easy to use, once you have found the documents required.",
658,5,PTA Check Your State Pension,Clear website. Easy to follow and clear language,
659,5,PTA Check Your State Pension,it such a simple system to use,
660,5,PTA PERTAX,information was clear and easy to follow,
661,4,PTA Check Income Tax,It was straight forward,
662,5,PTA Repayments,Clear process from setting up to requesting the refund.,
663,5,PTA Repayments,clear info and options,
664,5,PTA Check Your State Pension,"An email was sent to me telling me I had a message from you. I logged in and looked on my account, the message was clear and concise. So I  followed the instructions (to get a refund) . The procedure went smoothly. 

The only problem encountered was when invited to check my possible future state pension payment I was told I could 'top it up' for a higher amount, the problem was the deadline for doing so has already passed.",
665,3,PTA Check Your State Pension,I THINK IT WAS MY BROWSER,
666,5,PTA Check Your State Pension,ease of use to get to the info required,
667,5,PTA Repayments,Instructions very clear and minimal.,
668,5,PTA Check Your State Pension,got the info i needed easily,
669,5,PTA PERTAX,App very easy to use,
670,1,PTA Marriage Allowance,"error, thought i applied for my partner to transfer some of his tax to me with marriage allowance but i've had some of my tax transferred to him. He does not work so this benefits no one. Unable to send a message for a call back or email. I work nights as a nurse so not helpful.",
671,3,PTA Check Income Tax,"My tax code does not seem th same on my pay slips,",
672,1,PTA PERTAX,Not able to prove identity,
673,2,PTA P800,I had an email to say my tax code has been updated.  I can't see what from and to.,
674,2,PTA PERTAX,You have not yet calculated my tax!  you must have received my forms by now!,
675,2,PTA Check Income Tax,"If you change a tax code, give the historical value as well.",
676,5,PTA PERTAX,The website is easy to follow and gives all the information needed,
677,4,PTA Repayments,a very efficient service,
678,5,PTA P800,Simple and straightforward,
679,5,PTA Check Your State Pension,clear instructions and QR codes to open correct pages,
680,5,PTA PERTAX,Simple and straightforward.,
681,5,PTA Repayments,the whole prosess was very easy.,
682,5,PTA Check Your State Pension,firstly the process of creating a new ID was fantastic.  the navigation on options (pension in this case) is very good and self explanatory,
683,3,PTA Check Your State Pension,"I got the basic information about voluntary contributions, but the key questions is how much to pay in versus how much extra pension. A conversion table would be helpful to see the pension increases when I contribute x years.",
684,4,PTA PERTAX,Clear to find the information I needed,
685,5,PTA Check Your State Pension,All easy to find,
686,5,PTA Check Your State Pension,My friend showed me how to do it.,
687,2,PTA Check Income Tax,I could not find an option to change my tax code.,
688,5,PTA Repayments,Everything went smoothly,
689,5,PTA Check Your State Pension,It was simple and clearly explained.,
690,3,PTA PERTAX,To complicated to sign in,
691,1,PTA Check Income Tax,Had received an advice about revised code notice. Concern having just submitted tax return. It appears that my allowances have gratuitously been divided equally . Creating a problem.,
692,4,PTA Check Income Tax,Because it was easy,
693,5,PTA PERTAX,Easy to use.,
694,5,PTA Check Your State Pension,Fast and flawless,
695,5,PTA PERTAX,Because it was very easy!,
696,5,PTA Marriage Allowance,Very satisfied with ease of use,
697,5,PTA PERTAX,It was easy,
698,5,PTA Repayments,Do not use account often enough to remember my gate way ID takes me ages to find it.  Then I forget my password because I do not use the account and have to reset it.,
699,5,PTA Check Your State Pension,Once I had all documentation I needed to complete transaction it was easy to complete.,
700,2,PTA Check Income Tax,Didnt find info I wanted,
701,4,PTA Check Your State Pension,"Overall very good services, Thank you!",
702,5,PTA Repayments,the service is easy to use online !,
703,5,PTA PERTAX,I needed to alter  my address and I did this easily.,
704,5,PTA Repayments,Simple and clear process,
705,5,PTA Check Your State Pension,Found all information in needed.,
706,5,PTA PERTAX,Have nice day,
707,4,PTA PERTAX,Because is easy to check my income tax,
708,5,PTA PERTAX,Clear and concise instructions are the key. I find the site very easy to use.,
709,2,PTA PERTAX,Couldn't view what I wanted to kept go8ng around in circles,
710,2,PTA PERTAX,Badly designed UI that makes it difficult to find items that need to be attended to !,
711,5,PTA PERTAX,It is very easy,
712,1,PTA PERTAX,Im trying to find out how to get my rebate.,
713,5,PTA PERTAX,The site is straight forward,
714,3,PTA PERTAX,no pathway to refund page,
715,5,PTA PERTAX,So simple and quick to find what I wanted.  Everything in one place which is great,
716,5,PTA Repayments,i had to put my 12 digit reference number in 3 times before it was accepted?,
717,3,PTA Check Your State Pension,I wanted info on changing bank details and wasnt showing,
718,5,PTA PERTAX,"It was a very simple process clearly explained
Thank you",
719,5,PTA Repayments,Instructions were very clear which enabled easy navigation through the process.,
720,2,PTA PERTAX,need to speak to someone,
721,4,PTA PERTAX,Just needed to check my profile,
722,5,PTA PERTAX,Easily understood menu.,
723,5,PTA Repayments,"Simple process, easy to follow instructions",
724,1,PTA PERTAX,I wanted to see a copy of my self- assessment return for the TY 22/23 but it is not clear where it is located in my online account,
725,5,PTA Check Income Tax,Very easy to use.,
726,5,PTA P800,Website generally very intuitive and easy to understand.,
727,5,PTA P800,Easy to reset password if required and not too many steps to get to what I needed. Email notification very useful.,
728,5,PTA Track Your Form,"I found the website very user friendly, comprehensive and straightforward to use, I obtained the information I was looking for quickly.",
729,4,PTA Check Income Tax,Easy access to my Information.,
730,5,PTA Repayments,"Everything was self explanatory. I already have an online account set up, so very quick to complete.",
731,5,PTA PERTAX,easy to do,
732,5,PTA PERTAX,Very easy to submit details,
733,5,PTA PERTAX,"Able to access required information, quickly and easily.",
734,5,PTA P800,"For me no stress and it's not difficult to complete all the security questions,very easy.",
735,5,PTA Repayments,Clear instructions. Simple steps. Straightforward.,
736,5,PTA Check Income Tax,"Little problem finding my tax codes, apart from that all ok",
737,3,PTA Check Your State Pension,Difficult to find the log in page for my account,
738,5,PTA Check Your State Pension,"I'm not techie savvy, but it was very easy to navigate.",
739,5,PTA Check Income Tax,Because it was very easy,
740,5,PTA PERTAX,east to do,
741,4,PTA Track Your Form,I saw a tax rebate yesterday and now it has gone.,
742,4,PTA PERTAX,It is easy to access,
743,5,PTA Repayments,"Recieved comms via email- asking me to log into the  secure portal. this was good as the email did not contain any links , so i was happy to trust.",
744,5,PTA Repayments,because i was very happy with the service,
745,5,PTA PERTAX,Instructions are clear and logical,
746,5,PTA Check Your State Pension,Easy instructions to follow,
747,3,PTA Check Income Tax,"Where is refund option? I could not find it, but I received the HMRC letter mentioned I can do it.",
748,5,PTA Check Your State Pension,Easy straightforward site,
749,1,PTA Track Your Form,I am unable to query a tax refund that I have not received.,
750,1,PTA Check Income Tax,Trying to see previous years tax relief for working from home but cannot see it anywhere,
751,5,PTA PERTAX,Simple once you have your login details,
752,5,PTA PERTAX,"easy to use service, quick and reliable",
753,2,PTA PERTAX,I wanted to check how I could claim a tax refund for the previous tax year.,
754,5,PTA Check Income Tax,Super quick process for claiming my tax refund - very impressed.,
755,4,PTA Check Your State Pension,Always find it difficult to locate the login screen. Once I am signed in it is quite easy to use.,
756,5,PTA Repayments,It was a very straightforward process.,
757,1,PTA PERTAX,I WANT TO SEND ATTACHED DOCUMENT TO HMRC AND I WAS UNABLE TO SEND IT. THIS IS MAKES THINGS VERY DIFFICULT. I SHOULD BE ABLE TO GO INTO MESSAGE TAB AND SEND MESSAGES,
758,5,PTA Repayments,"Always very efficient and fast. PLEASE, DONT EVER CHANGE!!!
Yours sincerely.
Victoria.",
759,4,PTA Check Your State Pension,Would be useful at start of process to know to have ready 2 ID items and details of items needed. During process it appeared only 1 item eg driving licence needed and then asked for passport too.,
760,5,PTA Check Your State Pension,I am not confident on a computer butI found it very easy to achieve my refund,
761,3,PTA Check Your State Pension,I was trying to view my workplace pension,
762,1,PTA PERTAX,because I have had an ongoing tax issue since the end of last year and now cant see any information about this.  I have had no updated information at all,
763,3,PTA Check Income Tax,Had trouble getting logged in.,
764,5,PTA Check Income Tax,all relevant sections clearly signposted,
765,4,PTA PERTAX,I thought I owed tax but could not find that on my Gateway account. Can you direct me to find out if I owe tax?,
766,5,PTA Check Your State Pension,Really easy service to use.  My stakeholder pension signposted me to check - it has provided peace of mind.,
767,5,PTA PERTAX,Because it is a straightforward system to access with a simple process,
768,5,PTA PERTAX,"Once I was able to login, the pages were easy to navigate. Thank you",
769,4,PTA Trusted Helper,Logging in for the first time is difficult. using the system once logged in was relatively easy. it did not however allow me to claim back money from previous years despite retaining that information.,
770,5,PTA Check Income Tax,Found exactly what I wanted straight away,
771,5,PTA Check Your State Pension,Just checking missed in years and found it easy,
772,5,PTA Check Your State Pension,All works seemlesly,
773,4,PTA Repayments,It was straight forward by just answering the questions,
774,4,PTA Check Your State Pension,Very clear instructions to follow,
775,5,PTA Repayments,Excellent instructions but fiddley with scanning documents.,
776,5,PTA PERTAX,It was easy to follow.,
777,5,PTA Repayments,"It was very east to complete, thank you!",
778,4,PTA PERTAX,Checked state pension forecast,
779,2,PTA PERTAX,i could not check the status of my tax rebate,
780,4,PTA Repayments,"It was fairly easy as I already had a Gateway account. 
All of the questions asked were easy to comprehend and answer.",
781,2,PTA PERTAX,"I do not understand why my tax estimate for FY 23/24 contains PAYE details for [REMOVED].  They were my last employer.  I stopped work in June 2004.  However, there is no facility on the website to raise a query.",
782,4,PTA Check Your State Pension,J just wanted to check my NI contributions record & that was easy to do.  It is very useful to be able to print the record out.,
783,3,PTA Repayments,A very long winded procedure.,
784,5,PTA PERTAX,Simple process. Simple questions.,
785,5,PTA Check Your State Pension,Got what I needed,
786,5,PTA PERTAX,"I'm not very computer savvy yet your website is really helpful, straightforward and easy to use.  All websites should be like this :)",
787,4,PTA Track Your Form,"Waiting for tax refund check, needed to change postal address and I have moved home 2 days after requesting the refund. It was quick and easy. I originally thought my refund was being put into my account directly, however an automatic promt/tip said that tax refund checks can take upto 3 weeks, promoting me to update. Thanks.",
788,5,PTA Tax Credits Renewals,easy to read although i did see a few spelling mistakes,
789,5,PTA PERTAX,It is very easy to use with clear instructions and very user friendly.,
790,5,PTA Check Your State Pension,I wanted to check my pension forecast- which was easy to navigate to. Super website!,
791,5,PTA P800,So quick and easy to use,
792,5,PTA Repayments,SImple matter to see and check the accompanying tax calculation and request the repayment.,
793,4,PTA Track Your Form,It took me a while to find what I needed.,
794,2,PTA Check Your State Pension,I wanted to make a voluntary NI contribution for the year 2022-2023 but I could not do this as the website said that my NI record for that year was not available yet.  There was no indication of when my NI record for that year  would be available so I don't know when to try again.  There should be an indication of when this record will be available because then I would know when to check back in.,
795,2,PTA PERTAX,I couldn't find a way to register for self employed in the circumstance where I am already registered for self assessment - very confusing kept going round in circles.,
796,5,PTA PERTAX,Just no problems,
797,1,PTA Check Your State Pension,I am due my state pension in October 2023 but the statement estimate is not up to date. It has not taken into account my contributions up to April 2023.,
798,5,PTA P800,ease of use,
799,4,PTA Check Your State Pension,Clear and simple instructions,
800,4,PTA Check Income Tax,I did have to login again when I selected the PYE details. I had not clicked off the page or browser app so thought this was strange.,
801,5,PTA P800,The instructions were very clear and easy to follow.,
802,1,PTA Check Income Tax,Went on to claim tax refund and was unable to...,
803,3,PTA PERTAX,Wanted to view my tax code for historical self assessments.,
804,3,PTA Check Income Tax,"I am in an area where mobile phone reception is very poor, so receiving access codes by phone or text is difficult. Emails work much better as it is hard wired",
805,4,PTA PERTAX,"The logging in was okay, not exceptional and not poor.  Thank you",
806,5,PTA Repayments,I have an expired passport since 2019 the system wouldnt let me add this as it had to be todays date or in the future,
807,4,PTA Check Income Tax,Easy to understand and follow,
808,4,PTA Check Your State Pension,Although my pension forecast was easy to generate. The system would not allow me to copy and paste the information to an email  or document.,
809,4,PTA PERTAX,I found what i wanted quite quickly,
810,5,PTA PERTAX,SITE EASY TO NAVIGATE AND INSTRUCTIONS CLEAR,
811,1,PTA PERTAX,Because my gateway account has not worked for 6+ months.,
812,4,PTA Check Your State Pension,"tells you what you need, as long as you have info, all good",
813,4,PTA Repayments,"The difficulty for me was setting up the account in the first instance. I thought I already had an account with my username however this could not be found. I am disappointed with this service as yesterday I tried to register my mother (a UK born citizen who has lived in this country for all her 76 years) yet she did not have the ""right ID"". I have written to my MP about this service which should be here to help us not create barriers.",
814,4,PTA Repayments,I had all the information readily to hand.,
815,4,PTA Check Income Tax,My query was answered but not really explained.,
816,5,PTA PERTAX,extremely efficient online service - thank you,
817,5,PTA P800,Simple and straightforward.,
818,4,PTA Check Income Tax,After one miss direction found information I required,
819,5,PTA Check Your State Pension,Website is easy to use,
820,4,PTA Check Your State Pension,Only having smart phone means text is small,
821,2,PTA Check Your State Pension,"It was difficult to get back to the pension information I needed after leaving the page. There is no direct link. There is no search function. I needed to go ""home"" then answer a survey before I could find the page again.",
822,5,PTA PERTAX,Very simple instructions and few steps,
823,5,PTA Repayments,Everything clearly signposted and processes fast and easy,
824,4,PTA Repayments,Lots of steps to get started but straightforward once logged in,
825,3,PTA Check Your State Pension,I understood that I was fully paid up having made payments that don't seem to have been applied.,
826,5,PTA Repayments,"Very well guided in each step, what was needed to do.",
827,5,PTA PERTAX,Quick and easy.,
828,2,PTA Tax Credits Service,it has just confused me even more,
829,5,PTA P800,"Very easy clear instructions as to what I needed to do, Excellent",
830,4,PTA PERTAX,Website is easy to navigate and explanations are simple,
831,4,PTA Repayments,Straight forward to follow,
832,1,PTA PERTAX,"because i am trying to get my wifes account but i am unable to find on it on here or even on here site,",
833,5,PTA Repayments,information is clear to understand and follow,
834,3,PTA PERTAX,"the way the option are set out, its like going hunting without a rifle... pointless.",
835,5,PTA Check Your State Pension,Self explanatory easy to follow instructions,
836,5,PTA Tax Credits Renewals,Because all i need to do is answer the questions. it makes the whole thing very easy,
837,2,PTA PERTAX,Because I can't find what I'm looking for.,
838,4,PTA Check Income Tax,The information required was all easy to access.,
839,5,PTA Check Your State Pension,Very easy process to navigate within the various sections to obtain the information required.,
840,3,PTA PERTAX,I struggled navigate the pages,
841,5,PTA PERTAX,"Web site was easy to navigate, instructions clear and unambiguous.",
842,5,PTA Check Your State Pension,It was very helpful,
843,5,PTA Check Your State Pension,pretty easy to use. just take your time,
844,4,PTA Repayments,App worked well,
845,1,PTA PERTAX,The information had not been updated by you.,
846,5,PTA PERTAX,Easy to navigate.,
847,5,PTA PERTAX,No problems following the instructiions,
848,5,PTA Repayments,EASY SYSTEM TO USE,
849,5,PTA Check Your State Pension,"Having set up my gateway account earlier that required having access to documents for ID verification, this was an easy and secure way to check state pension and NI record with details provided in an easy to understand manner.",
850,5,PTA Repayments,The instructions were clear at each stage. The process did not take long to complete,
851,2,PTA PERTAX,Can't see the status of my tax refund that HMRC issued.,
852,5,PTA PERTAX,"I needed to pay my tax, and once I was in my account, I found the task simple and straight forewrd.",
853,5,PTA Check Income Tax,I understood the layout and flow of information,
854,5,PTA PERTAX,I followed the instructions which is user friendly,
855,3,PTA Repayments,Lot of info needed,
856,5,PTA Track Your Form,Very simple to use,
857,5,PTA Repayments,Simple to use no hassle to login.,
858,5,PTA Check Your State Pension,"You notified me I had a tax refund, I followed the instructions, and all appeared to work well.",
859,1,PTA PERTAX,I wanted to see what tax amounts I've paid & when and also how much tax I have outstanding to pay & when. As far as I can see this does not appear to be possible within this app?,
860,3,PTA Track Your Form,it does not tell my why or how I owe this amount.,
861,4,PTA Check Your State Pension,easy when you have info at hand,
862,5,PTA Repayments,very simple and clear system,
863,5,PTA Repayments,I found it very easy and clear to follow the instructions,
864,4,PTA PERTAX,Entering data was straightforward.,
865,5,PTA Repayments,It was very quick and easy to do.,
866,5,PTA Repayments,"The process was well explained, and although I'd forgotten my password and needed to reset, this was dealt with by automated response immediately.",
867,4,PTA PERTAX,Working on it,
868,3,PTA PERTAX,Trying to follow up a letter I sent in February 2023 and have still not received a reply. Website says letter received but not actioned yet. It appears that I may have to ring to chase this up - no option to prompt action on the website.,
869,5,PTA Repayments,it only take 5mis to do,
870,5,PTA PERTAX,Clear instructions. Being able to manage finances online makes things quicker.,
871,5,PTA Check Income Tax,Simple instructions and easy to create and account and request a refund,
872,4,PTA Check Your State Pension,"I had forgotten my ID number and password, so had to go through the full security process. Was very user friendly and fast.",
873,5,PTA Check Your State Pension,Tax query resolved,
874,4,PTA Check Your State Pension,Trying to work out what I need to pay to top up NI contributions to maximise state pension. Contact arrangements not great.,
875,5,PTA Check Your State Pension,The site is easy to use and understand.,
876,5,PTA PERTAX,Very quick and simple,
877,1,PTA Trusted Helper,My tax codes are wrong but the explanations do not help. My address is showing incorrectly despite having spoken to the tax office previously to update it. Have corrected this but annoying. No option to contact you about my tax affairs online. I do not like phoning as I cannot understand what is being said about tax matters.,
878,5,PTA Repayments,Clear information and instructions provided. Very easy to request refund due.,
879,5,PTA PERTAX,Covering page with options was very clear and took me straight to the information I required.,
880,4,PTA Check Income Tax,Was informed by email about tax account details. Like advice to sign in to account and not having link.,
881,4,PTA Check Income Tax,Was able to put correct figures in for pension income within a few key presses,
882,5,PTA Check Your State Pension,FOUND WHAT I WANTED,
883,3,PTA PERTAX,I CANT REMEMBER THE EXACT DATE I started living at my address,
884,5,PTA PERTAX,Very easy to find my messages and very easy to find how to action what I needed,
885,5,PTA Check Income Tax,Clear  directions to the area I needed,
886,5,PTA Check Your State Pension,Easy to follow instructions,
887,5,PTA Repayments,I was able to complete the job easily with no issues. There was the correct amount of security.,
888,4,PTA Track Your Form,The ID authentication was not possible using my Android 8 smartphone.  I had to ask a friend whose phone runs on Android 12 to do the scanning for me.,
889,5,PTA Check Income Tax,Quick and straight forward,
890,1,PTA PERTAX,understanding working tax and Child tax,
891,5,PTA Repayments,IT WAS A VERY STRAIGHTFORWARD PROCESS.,
892,4,PTA Check Your State Pension,"Having gone through this process before, I found it easy to do it again.",
893,5,PTA Repayments,easy to use.,
894,4,PTA Check Income Tax,Biometrics didnt work.,
895,3,PTA Check Income Tax,Trying to claim a tax refund but have no message showing the amount owed to me nor the box option to claim a refund.,
896,1,PTA PERTAX,I could not find or track my tax refund claim.,
897,4,PTA Repayments,Simple and efficient. Many thanks for making it easy.,
898,4,PTA PERTAX,I FOUND IT MOST DIFICULT. I WOULD PREFER TO FILL ON PAPER,
899,4,PTA PERTAX,Easy to understand,
900,3,PTA PERTAX,i was looking for allowances to be included but they weren't. i'll now look elsewhere,
901,5,PTA Check Your State Pension,Very well organised site easy to navigate,
902,5,PTA PERTAX,Because its explained very good,
903,5,PTA PERTAX,It was easy to use the online site.,
904,5,PTA Repayments,"Fool proof, I'm useless on a computer however, this was so simple.",
905,1,PTA Check Your State Pension,"It was impossible to Log in on MHRC App on iPhone...
The site is Terrible - Nightmare...
The content is not provided in a logical format with all the necessary information laid out with a logical option tree. It is impossible to find the information one is looking for, and one is bombarded with irrelevant and useless ancilliary information.
Has no-one actually tested the usability? No... No-[REMOVED]!!!!",
906,5,PTA PERTAX,Using for first time,
907,1,PTA PERTAX,I've had a really high income assessment because my pension providers have changed.  Really not sure if this has been corrected....,
908,4,PTA Check Your State Pension,Coming to the correct sub-pages was difficult.  More detailed and precise search options would be helpful.,
909,4,PTA Check Your State Pension,"Lengthy process, agree it was necessary but only wanted a single piece of information.",
910,2,PTA P800,"Was sent letter informing me i was entitled to refund of 282 . Having logged on site informs me thatihave paid correct amount of tax of 1148.
When in fact I paid 13337 tax last year",
911,5,PTA Repayments,Very user friendly site,
912,3,PTA Check Income Tax,I was trying to find out if I was due a tax rebate for year 2022-23 but couldn't find that info.,
913,4,PTA Repayments,"Took me a while had to make two attempts, not something you can do in a hurry.",
914,4,PTA PERTAX,Website easy to use.,
915,1,PTA PERTAX,"Too many things to do which do not work properly, technically challenging",
916,3,PTA PERTAX,"Using is and password was straight forward 
Just info not there yet",
917,5,PTA Repayments,I already had a [REMOVED] ID set up.  Without this it may have been more cumbersome,
918,5,PTA Repayments,easy to do,
919,4,PTA PERTAX,"ABLE TO COMPLETE IN UNDER 20 MINUTES THE RE-REGISTRATION PROCESS.  MANY YEARS SINCE I USED THE GATEWAY- THAT WAS MAINLY FOR SELF-ASSESSMENT.
THANKS
JOHN",
920,4,PTA PERTAX,"Very simple and logical, with supportive information",
921,5,PTA Repayments,Because I followed the instructions and have achieved my aim,
922,3,PTA Track Your Form,I want to file my 22/23 returns and I am not being allowed to start the process,
923,5,PTA P800,Easy to claim,
924,5,PTA Repayments,everything was clear and precise,
925,1,PTA PERTAX,"I need to see what agents are working on my account, I believe I can claim back tax for PPI I had refunded by Lloyds bank, I have an agent called Brooksdale working on this, a lady from Broolsdale has told me they dont take any fees, I see on line they do so I want to stop them, I do not want to pay any company large amounts of my money. 
In all fairness I am not very good with modern technology.",
926,5,PTA PERTAX,Straightforward to use.,
927,4,PTA Check Your State Pension,To help the DevOps team understand how users perceive the functionality and efficiency of the website.,
928,5,PTA Repayments,Because i found it very easy to asses and not time consuming.,
929,5,PTA Check Income Tax,very simple and easy. straight forward understandably questions,
930,5,PTA PERTAX,Simply asked questions easy to comply with.,
931,4,PTA PERTAX,It took more than one trial  to do what I needed to do,
932,5,PTA Check Your State Pension,Leave as it is.,
933,4,PTA Check Your State Pension,"found out info i needed, not able to update online - i need to call a phone number",
934,4,PTA Repayments,two factor id is annoying. Had to sign up for my account first which is a troublesome process.,
935,5,PTA PERTAX,Found what I needed to look at easily,
936,3,PTA Check Income Tax,"i simply needed to know why i am paying tax when I don't earn enough , i do have 2 part time jobs but between them I still should'nt be paying tax, just wondering when this money will be returned to me.",
937,3,PTA PERTAX,Waiting for confirmation of my message being sent to HMRC.,
938,5,PTA Check Income Tax,Simply asked questions easy to understand,
939,4,PTA PERTAX,Too much switching between apps etc,
940,5,PTA Company Car Benefit,Easy to use and guides you to how to find information if you dont happen to know the answers to the questions,
941,4,PTA Repayments,Easy to use.,
942,5,PTA Repayments,All information required was easily found and entered,
943,2,PTA Check Income Tax,"I want to change my amount of interest I will receive this year as rates have risen, but unable to find it within PAYE summary, so unable change it. Not sure if it classifies as non coded income. Will try phoning HMRC instead.",
944,5,PTA Repayments,Quick simple efficient to use. thank you,
945,4,PTA Repayments,"Usual thing:  computer is upstairs, mobile phone is downstairs, ""we've sent you a one-time pass code..."".  Hey-ho...",
946,4,PTA Check Your State Pension,Finally someone at management level is competent.,
947,5,PTA Repayments,Followed each step carefully. No problems.,
948,1,PTA Track Your Form,no update to my query,
949,4,PTA Repayments,"It would have been very easy if I didnt have to enter information at the start of the process, thinking I was starting my claim, only to be told I was eligible to make a claim, which I already knew as I had been sent a letter.  I find government websites very longwinded to get to the point where I need to be and inputting information that I dont need to at the start is very frustrating.  Its like when you call an organisation, explain what you want then get passed to another person and have to explain all over again!",
950,5,PTA PERTAX,every thing very clearly explained,
951,2,PTA Check Income Tax,"A letter received by myself contradicts what it says online. I do not earn enough to pay tax and paid over 200 last month, this affects me being able to pay the mortgage and eat !",
952,4,PTA PERTAX,"I had to look up my bank details which I thought you already had, apart from that it was simple enough - although, having to renter my address was a bit of a faff, as you definitely already have this.",
953,1,PTA PERTAX,No link/ or obvious link/ form within my self assessment account to confirm stopping self assessment and to leave a message.,
954,5,PTA PERTAX,Very easy to use very people friendly,
955,3,PTA PERTAX,"Had an email regarding tax code change 6 days ago, but no message available. (Most unusual: I generally find this website/functionality 100% positive).",
956,4,PTA PERTAX,"I was registering for self assessment. It was easy when I got to where I needed to be but it wasn't very easy finding where to do this. The button I needed to click was ""add a tax, duty or ..."" and it would have been easier if there was a button for ""Register for self-assessment. Thank you!",
957,1,PTA PERTAX,"The form keeps get rejected without explanation, in this day and age I would expect a better form that was more intelligent to errors or omissions",
958,5,PTA Repayments,Completed what I needed to do in one trial.,
959,5,PTA Check Your State Pension,I have used this site quite often recently as am due to reach retirement age soon and it has been very easy to use,
960,3,PTA Check Income Tax,My employments are shown in my history but not shown in my current year totals.  So I was unable to correct my tax codes.   I have added them both as new employers & hope this will enable to to correct my tax code.  One has the correct BR tax code the other is incorrectly using 1257L [REMOVED].,
961,5,PTA P800,Very easy to use,
962,5,PTA Repayments,I am satisfied because it is a very smooth process and all the steps were explained in a very good way.,
963,1,PTA Repayments,"I understand you need security but this is long winded and totally time wasting.  Your site doesnt always work properly or recognises, so, information has to be put in again and again, even after passing security levels.",
964,4,PTA PERTAX,"Found what I wanted, Tax refund, I had to look a little before finding the right place so I could claim.",
965,4,PTA PERTAX,"Being autistic, I find some of the online sign-in processes mildly challenging, I don't always have the right ID immediately to hand so I get a bit anxious about inputting the data correctly, as I've been locked out of my account in the past - but given the increase in cyber crime, I really appreciate the stringent processes and procedures in place. I feel, on the whole, that my data is secure. Thank you.",
966,4,PTA Check Your State Pension,Simple to understand,
967,2,PTA PERTAX,[REMOVED] having difficulties. Debit card and direct bank payment did not work and even setting up direct debit took 3 attempts. The whole process took two massively frustrating hours.,
968,5,PTA Check Your State Pension,I was able to find everything I needed today.,
969,4,PTA Repayments,"It was a bit of hassle setting up with the app, but fairly easy and convenient not to have to enter too many details manually.",
970,3,PTA P800,"I decided I'd prefer to pay the owed tax now, but could not.",
971,5,PTA Repayments,No problems. Very straightforward.,
972,5,PTA Repayments,i have limited access and have to use a public computer is the main reason,
973,2,PTA Repayments,I could not access my  Personal  [REMOVED] calculation for  2022-23 and change some of the figures you have included on the form P800 you sent me. If I could have done this the refund would have come to  <moneyvalue> according to my calculation using the correct figures but in desperation I have accepted your refund of <moneyvalue> for a quiet life.,
974,5,PTA P800,Very easy to navigate around your platform. Thank you for easy transaction.,
975,5,PTA Check Your State Pension,I wanted to check my [REMOVED] contributions abd uf I had a shortfall. I don't think I have?,
976,1,PTA PERTAX,My tax calculation letter told me I could use my personal account to change the residence details you incorrectly hold for me but it was not clear where I could do that once I logged in and I failed.,
977,5,PTA Repayments,"It was easy, dont change anything",
978,5,PTA Check Income Tax,Because it was East,
979,4,PTA PERTAX,I am not very good with computers or reading,
980,5,PTA Repayments,Easeily accessed and codes sent in a timely manner,
981,5,PTA Check Your State Pension,"Easy access, clear language, fast site",
982,4,PTA PERTAX,A long process,
983,4,PTA PERTAX,I wanted to write to HMRC regarding my state pension.  No where could I find the option to communicate in writing with yourselves.    I have lived outside UK since November 2018 and I do not get the annual state pension increase while I am in India.  I  believe that HMRC does not take this fact into account when my tax code is decided,
984,5,PTA Repayments,WEB PAGES ARE VERY CLEAR AND SIMPLE TO UNDERSTAND,
985,2,PTA PERTAX,Need to change my [REMOVED] number ?  Unable to do so !,
986,2,PTA Check Your State Pension,would have been good to be able to click a button and pay online NHI from years not paid but this is not available by the looks of it,
987,4,PTA PERTAX,online payments were not available,
988,4,PTA Repayments,"I am relatively recently immigrated to the UK and still battling a bit to find my way around the various government, civil and banking institutions online ways of working. I'm sure I will get there.",
989,3,PTA Check Your State Pension,An OK experience,
990,5,PTA Trusted Helper,questions and explanations what was required were very clear,
991,2,PTA PERTAX,"Tried to claim refund online and almost had to do a new self assessment.
I have a refund notification telling me what to claim",
992,5,PTA Check Your State Pension,Because it was genuinely very easy!,
993,5,PTA Repayments,Details easy to follow and quick,
994,5,PTA P800,"I found it easy and very straightforward and were promoted at every step of the way as to what to do, thank you.",
995,5,PTA Check Income Tax,no issues when looking for tax and Pension status,
996,5,PTA Repayments,Simple to use online to request the refund. Thanks.,
997,5,PTA Check Income Tax,Clear instructions are provided at every stage.,
998,5,PTA Check Income Tax,such a simple and quick process,
999,4,PTA Check Your State Pension,The site is no user friendly go older people who are not into technology,
1000,5,PTA Repayments,everything was set out in a way it was easy to follow,
1001,5,PTA Check Income Tax,Simple instructions and fast responding web pages,
1002,4,PTA PERTAX,The site works well,
1003,5,PTA Repayments,Very easy to use,
1004,5,PTA PERTAX,Easy to navigate around when you know what your doing,
1005,5,PTA Repayments,Took less than 1 minute,
1006,2,PTA PERTAX,"Unable to do what was needed.although access code received, still unable to confirm my identity",
1007,3,PTA Repayments,Once signed into my account it should be possible to request my tax refund without having to go to a different URL and sign in again.,
1008,5,PTA PERTAX,VERY USER RIENDLY,
1009,4,PTA PERTAX,Simple to understand and update,
1010,2,PTA Check Income Tax,sent a letter April 2023 still no reply,
1011,5,PTA PERTAX,"I was doing something which I had never done before. I find I have to do something once, to know how to do it easily.",
